,Player,Player ID,Team ID,Team Abbrev,GP,MIN,Height (in),Weight (lbs),Player Postion,Advanced ASTpercent,Advanced OREBpercent,Advanced DREBpercent,Advanced REBpercent,Advanced TSpercent,Advanced USGpercent,Advanced PACE,Advanced PIE,Scoring percentPTS2PT_MR,Scoring percentPTS3PT,Scoring percentPTSFBPs,Scoring percentPTSFT,Scoring percentPTSOffTO,Scoring percentPTSPITP,Scoring 2FGMpercentAST,Scoring 3FGMpercentAST,Scoring FGMpercentAST,Scoring DriveFGPCT,Scoring CatchShootFGPCT,Scoring PullUpFGPCT,Scoring ITPFGPCT,Scoring PostFGPCT,Scoring ElbowFGPCT,Scoring RA FGPCT,Scoring ITP(NonRA) FGPCT,Scoring MR FGPCT,Scoring LC3 FGPCT,Scoring RC3 FGPCT,Scoring ATB3 FGPCT,Scoring Backcourt3 FGPCT,Scoring Corner FGPCT,spotupoffense Poss,spotupoffense PPP,touches Time_OfPoss,touches Avg_Sec_PerTouch,touches Avg_Drib_PerTouch,PickNRollHandler Poss,PickNRollHandler PPP,PickNRollHandler FG PCT,PickNRollHandler FT Poss,PickNRollHandler TOV Poss,PickNRollHandler SFF Poss,ISO Percentile,ISO Poss,ISO PPP,ISO FG PCT,Passing ASTPTS Created,Passing percent ASTtoPassADJ,TransitionOffensive Poss,TransitionOffensive PPP,PickNRollMan Percentile,PickNRollMan Poss,PickNRollMan PPP,postupdefense Poss,postupdefense PPP,Postupoffense Poss,Postupoffense PPP,putbacksoffense Poss,putbacksoffense PPP,Defense UnderRim OPPFGPCT,Defense <5ft OPPFGPCT,Defense 5-9ft OPPFGPCT,Defense 10-14ft OPPFGPCT,Defense 15-19ft OPPFGPCT,Defense 20-24ft OPPFGPCT,Defense 25-29ft OPPFGPCT,Defense 30-34ft OPPFGPCT,Defense 35-39ft OPPFGPCT,Defense 40+ft OPPFGPCT,Defense STLpercent,Defense BLKpercent,Defense WinShares
32,Evan Fournier,203095.0,1610612753.0,ORL,66.0,31.4,79.0,205.0,Guard-Forward,16.3,0.7,7.7,4.1,59.2,24.0,99.44,9.8,11.7,42.9,10.0,15.3,16.1,30.2,43.1,80.6,58.3,40.0,40.8,39.1,85.7,0.0,72.2,70.7,20.0,100.0,42.9,47.3,37.9,0.0,45.1,3.0,1.17,2.4,3.19,2.33,32.9,0.97,45.2,10.4,15.9,9.5,64.0,9.5,0.922,39.1,220.00000000000003,5.6000000000000005,2.2,1.12,69.1,22.7,1.192,0.4,1.09,0.0,0.0,0.0,0.0,74.5,64.60000000000001,36.6,39.800000000000004,41.9,33.7,36.6,11.1,0.0,0.0,20.0,6.7,8.7
33,Furkan Korkmaz,1627788.0,1610612755.0,PHI,72.0,21.7,79.0,202.0,Guard-Forward,6.6,1.2,8.8,5.0,57.2,17.6,102.35,7.8,7.4,61.0,14.1,7.2,15.7,24.4,70.7,99.0,86.6,50.2,33.300000000000004,22.5,67.80000000000001,50.0,54.1,68.0,34.1,25.0,50.0,100.0,0.0,0.0,66.7,3.2,1.17,0.8,2.02,1.45,31.8,0.781,40.400000000000006,6.7,16.900000000000002,6.2,70.0,9.700000000000001,0.954,41.8,2080.0,13.5,1.5,1.24,86.2,23.7,1.343,0.2,1.17,0.0,0.0,0.2,1.09,61.3,62.1,36.3,40.8,40.400000000000006,38.5,35.699999999999996,47.099999999999994,0.0,0.0,16.2,9.1,8.0
34,Harrison Barnes,203084.0,1610612758.0,SAC,72.0,34.5,80.0,225.0,Forward,9.3,2.7,11.1,6.9,56.5,17.3,100.31,9.0,3.6,27.2,7.0,21.7,15.6,47.5,50.5,87.3,60.1,100.0,25.0,25.0,55.2,64.3,49.0,68.4,26.3,18.2,0.0,0.0,0.0,0.0,0.0,4.0,1.09,1.8,2.32,1.22,53.800000000000004,0.939,42.8,13.4,15.2,12.8,51.0,12.6,0.858,37.3,229.99999999999997,4.3,1.9,1.07,59.4,26.3,1.138,0.8,0.59,2.2,1.02,0.5,1.46,52.800000000000004,59.599999999999994,45.0,43.6,42.699999999999996,35.6,35.099999999999994,28.599999999999998,100.0,0.0,11.1,5.800000000000001,7.6
35,Jakob Poeltl,1627751.0,1610612759.0,SAS,66.0,17.7,85.0,245.0,Center,13.4,10.2,19.9,15.1,61.9,12.4,103.76,11.2,2.7,0.0,9.6,11.6,11.3,85.6,73.6,0.0,73.6,47.099999999999994,22.7,24.3,39.1,52.2,80.0,54.900000000000006,25.0,20.0,20.0,10.0,26.400000000000002,0.0,16.0,0.2,1.0,0.8,1.51,0.45,36.4,0.863,41.5,10.9,13.100000000000001,10.100000000000001,84.2,9.2,1.041,52.0,880.0000000000001,8.9,0.5,1.1,29.5,19.0,0.979,0.6,0.77,0.3,0.86,1.1,0.88,64.60000000000001,64.9,33.0,42.4,33.800000000000004,43.3,34.300000000000004,16.7,0.0,0.0,19.7,57.199999999999996,5.4
36,Jerami Grant,203924.0,1610612743.0,DEN,71.0,26.6,80.0,210.0,Forward,6.4,3.3,10.2,6.8,58.0,17.1,98.98,8.0,5.2,35.9,8.4,16.9,14.8,42.0,77.8,100.0,85.3,0.0,35.9,40.0,70.19999999999999,41.0,44.0,77.60000000000001,40.699999999999996,35.699999999999996,0.0,100.0,18.8,0.0,100.0,3.9,1.03,1.0,1.72,0.69,39.4,0.839,42.5,7.9,15.5,7.6,72.89999999999999,9.700000000000001,0.969,35.9,100.0,4.6,1.1,1.21,21.7,20.200000000000003,0.913,0.6,1.03,0.8,0.89,0.5,1.07,65.2,70.0,38.9,43.9,45.5,45.5,27.400000000000002,33.300000000000004,0.0,50.0,17.5,29.2,5.2
37,Joe Ingles,204060.0,1610612762.0,UTA,72.0,29.7,80.0,220.0,Forward-Guard,24.0,1.2,11.4,6.6,58.0,15.0,100.34,9.7,3.0,59.8,11.4,10.3,17.2,26.9,35.8,63.0,51.3,54.1,36.4,43.6,47.699999999999996,47.5,63.6,60.0,47.9,38.6,52.2,25.0,34.0,0.0,41.0,2.0,0.98,3.3,3.48,2.55,42.5,0.889,41.4,10.6,13.8,9.1,34.8,9.0,0.795,36.3,370.0,5.800000000000001,1.1,1.23,66.4,6.6000000000000005,1.174,0.4,0.83,0.0,0.0,0.0,0.0,65.2,61.8,35.5,43.5,45.0,39.6,37.6,23.5,0.0,0.0,22.3,5.6000000000000005,11.600000000000001
38,Kent Bazemore,203145.0,1610612758.0,SAC,68.0,24.8,76.0,195.0,Guard-Forward,7.5,1.5,13.4,7.5,47.9,16.5,102.17,5.5,6.9,45.6,18.4,18.4,18.0,29.0,48.7,95.5,70.1,47.4,41.0,39.4,64.5,50.0,87.5,61.199999999999996,48.1,49.5,36.4,34.8,37.7,0.0,35.6,3.0,0.92,1.4,2.51,1.64,23.3,0.901,47.5,14.399999999999999,18.0,14.399999999999999,82.6,6.3,1.022,50.0,860.0,12.4,2.0,1.01,61.3,27.800000000000004,1.145,0.5,1.18,0.0,0.0,0.0,0.0,71.39999999999999,65.7,41.099999999999994,44.7,40.699999999999996,34.8,36.4,27.3,0.0,10.0,28.799999999999997,19.7,9.2
39,Kevin Knox II,1628995.0,1610612752.0,NYK,65.0,17.9,79.0,215.0,Forward,7.7,1.8,13.2,7.2,48.0,17.2,102.75,6.2,8.8,46.8,11.2,15.3,17.3,29.0,55.1,94.7,73.0,45.4,41.9,36.4,68.60000000000001,51.9,76.5,60.8,38.800000000000004,27.900000000000002,50.0,42.6,39.300000000000004,0.0,45.4,2.7,0.89,0.8,2.04,1.06,31.1,0.874,40.1,7.6,10.6,5.6000000000000005,88.7,8.9,1.083,50.9,560.0,11.1,1.5,1.08,73.7,11.4,1.243,0.2,0.73,0.0,0.0,0.0,0.0,66.10000000000001,61.0,34.599999999999994,44.7,43.8,34.2,36.199999999999996,33.300000000000004,20.0,0.0,12.8,22.2,5.6000000000000005
40,Markelle Fultz,1628365.0,1610612753.0,ORL,72.0,27.7,75.0,209.0,Guard,26.3,1.6,10.8,6.1,52.0,20.5,99.56,9.7,13.4,12.6,14.9,14.0,15.1,60.0,31.8,85.2,37.3,75.0,40.0,25.0,55.60000000000001,100.0,0.0,77.8,60.0,0.0,0.0,0.0,66.7,0.0,0.0,2.1,0.73,5.6,5.55,5.44,25.6,0.987,46.400000000000006,7.000000000000001,12.0,5.7,23.5,11.4,0.746,30.3,229.99999999999997,14.799999999999999,2.3,1.2,94.5,34.9,1.494,0.2,0.92,0.2,0.15,0.2,1.42,61.5,64.0,45.5,60.0,20.0,40.699999999999996,50.0,33.300000000000004,0.0,0.0,26.0,5.7,6.9
41,Maxi Kleber,1628467.0,1610612742.0,DAL,74.0,25.5,82.0,240.0,Forward,5.8,5.8,13.4,9.6,60.8,13.4,100.84,8.5,2.1,53.4,6.6,12.6,12.6,31.9,84.1,100.0,92.3,38.0,46.800000000000004,33.0,73.3,0.0,66.7,63.2,28.4,37.7,66.7,66.7,34.4,0.0,66.7,3.4,1.02,0.7,1.21,0.31,39.300000000000004,0.768,40.8,11.1,20.599999999999998,10.6,87.8,8.4,1.077,49.3,620.0,9.4,0.5,1.46,85.5,22.3,1.333,1.1,0.76,0.0,0.0,0.6,0.73,67.0,61.1,42.6,38.9,37.8,33.300000000000004,31.900000000000002,21.4,20.0,9.1,11.1,43.7,7.3
42,Miles Bridges,1628970.0,1610612766.0,CHA,65.0,30.7,78.0,225.0,Forward,8.9,4.3,13.5,8.8,53.7,19.2,97.45,8.4,2.8,35.8,11.8,11.6,13.9,49.7,50.8,96.4,65.1,52.5,38.0,38.3,51.0,38.5,59.4,65.0,39.900000000000006,41.3,36.8,21.7,36.0,0.0,31.1,5.1,1.03,1.4,2.06,1.14,41.6,0.759,40.0,3.3000000000000003,19.2,3.0,46.9,8.3,0.842,43.7,1560.0,16.400000000000002,2.0,0.99,24.9,9.5,0.945,0.5,0.93,1.1,1.21,0.8,1.22,71.5,65.10000000000001,41.199999999999996,45.7,44.7,43.5,38.3,39.1,0.0,10.0,15.7,30.4,4.3
43,Montrezl Harrell,1626149.0,1610612746.0,LAC,63.0,27.8,79.0,240.0,Forward-Center,10.4,9.0,13.5,11.3,59.8,24.5,104.91,14.0,0.4,0.0,11.5,18.1,14.2,81.5,61.3,0.0,61.3,58.599999999999994,41.699999999999996,52.7,68.60000000000001,46.2,60.4,74.2,58.199999999999996,32.4,33.300000000000004,31.3,40.0,0.0,32.1,0.7,0.66,1.9,2.28,1.25,45.7,0.841,37.5,11.600000000000001,13.5,11.0,83.0,9.5,1.026,41.199999999999996,340.0,6.5,2.5,1.03,94.0,7.9,1.475,1.2,1.09,3.2,0.96,2.2,1.14,54.50000000000001,58.699999999999996,34.9,39.800000000000004,41.099999999999994,39.7,35.3,66.7,50.0,10.0,16.5,39.800000000000004,10.9
44,Nemanja Bjelica,202357.0,1610612758.0,SAC,72.0,27.9,82.0,234.0,Forward,14.0,5.8,17.2,11.3,61.0,17.4,98.76,10.5,3.0,50.1,9.0,7.8,14.7,39.1,54.3,94.6,72.1,44.6,22.0,40.400000000000006,57.099999999999994,0.0,50.0,57.4,42.1,38.9,28.599999999999998,0.0,35.3,0.0,11.799999999999999,3.4,1.28,1.7,1.9,0.78,41.6,0.854,41.8,7.8,20.1,5.2,83.8,6.7,1.041,42.1,370.0,8.5,1.4,1.27,41.9,23.200000000000003,1.035,1.3,1.04,1.1,0.78,1.2,0.93,66.7,61.199999999999996,35.8,37.3,39.4,40.400000000000006,38.0,33.300000000000004,0.0,0.0,20.4,23.5,6.3
45,OG Anunoby,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.3,3.8,13.9,8.9,58.6,14.5,101.41,8.3,1.4,36.9,19.9,7.8,26.0,53.9,67.3,94.1,75.6,47.599999999999994,40.9,38.800000000000004,65.2,41.4,56.49999999999999,62.5,37.2,43.2,45.0,41.3,37.6,0.0,43.4,3.6,1.02,1.1,1.95,1.05,28.299999999999997,0.981,48.0,13.100000000000001,12.7,12.0,80.0,11.799999999999999,1.0,38.5,1100.0,13.8,2.5,1.18,26.700000000000003,10.7,0.951,0.5,0.64,0.4,0.59,0.5,1.27,62.3,60.199999999999996,40.300000000000004,41.6,40.2,41.699999999999996,33.300000000000004,27.800000000000004,0.0,0.0,0.0,0.0,0.0
46,P.J. Tucker,200782.0,1610612745.0,HOU,72.0,34.3,77.0,245.0,Forward,6.1,4.0,14.4,9.2,58.0,8.7,103.74,6.0,4.0,59.5,7.8,9.3,16.1,27.1,74.2,98.7,87.9,44.800000000000004,31.3,36.1,100.0,0.0,0.0,33.300000000000004,44.4,33.300000000000004,33.300000000000004,33.300000000000004,34.5,0.0,33.300000000000004,4.1,1.01,0.9,1.3,0.45,31.8,0.842,38.9,10.0,17.7,6.4,57.099999999999994,7.3999999999999995,0.882,35.099999999999994,730.0,12.5,0.8,1.07,86.6,27.0,1.353,1.0,0.89,0.0,0.0,0.5,1.04,78.8,68.0,44.7,63.3,53.400000000000006,35.699999999999996,36.4,16.7,0.0,0.0,17.7,13.3,9.9
47,Patty Mills,201988.0,1610612759.0,SAS,66.0,22.5,73.0,180.0,Guard,11.7,1.4,5.0,3.3,59.2,19.1,103.99,8.3,10.1,61.6,16.3,11.2,14.8,17.1,50.0,79.2,67.6,100.0,0.0,0.0,33.300000000000004,0.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.22,1.6,3.21,2.98,34.4,0.799,39.5,7.6,14.299999999999999,7.000000000000001,54.300000000000004,6.2,0.872,39.0,0.0,0.0,1.6,1.29,61.8,26.1,1.152,0.4,0.96,0.0,0.0,0.0,0.0,25.0,52.2,25.0,50.0,33.300000000000004,28.599999999999998,31.3,0.0,0.0,0.0,22.5,3.2,6.7
48,Royce O'Neale,1626220.0,1610612762.0,UTA,71.0,28.9,76.0,226.0,Forward,11.2,1.3,15.4,8.7,59.2,8.6,99.88,6.8,0.6,62.3,22.0,7.5,16.0,29.6,89.6,100.0,95.6,51.800000000000004,31.900000000000002,45.6,61.7,49.5,60.9,66.9,40.6,53.300000000000004,33.300000000000004,30.599999999999998,31.0,0.0,31.900000000000002,3.1,1.16,1.2,1.62,0.78,47.9,1.041,48.5,9.8,11.4,9.0,71.7,9.8,0.961,40.9,380.0,7.3999999999999995,1.4,1.04,76.5,25.7,1.256,0.9,0.96,0.0,0.0,0.0,0.0,46.7,52.6,38.3,38.0,38.9,37.6,35.6,43.8,0.0,0.0,22.7,18.9,9.9
49,Thaddeus Young,201152.0,1610612741.0,CHI,64.0,24.9,80.0,235.0,Forward,11.0,5.4,14.3,9.6,51.1,19.2,102.28,8.3,2.7,34.5,13.6,6.5,20.3,56.3,58.4,91.7,67.8,39.900000000000006,35.9,17.2,58.4,66.7,72.0,54.400000000000006,35.8,30.8,39.300000000000004,43.8,22.2,0.0,41.699999999999996,0.0,0.0,1.3,1.87,0.98,35.8,0.92,38.1,13.4,10.5,12.0,68.4,9.4,0.948,46.400000000000006,1030.0,11.3,0.0,0.0,80.60000000000001,23.7,1.306,0.0,0.0,0.0,0.0,0.0,0.0,66.5,62.0,40.5,48.4,41.5,37.3,35.099999999999994,43.8,0.0,0.0,26.400000000000002,17.299999999999997,8.0
50,Trey Lyles,1626168.0,1610612759.0,SAS,63.0,20.2,81.0,234.0,Forward,7.1,6.3,24.2,15.3,53.5,13.1,100.91,8.6,6.9,46.4,8.6,7.6,18.2,39.2,76.1,100.0,85.7,44.4,17.9,37.5,65.4,33.300000000000004,50.0,62.5,45.5,50.0,20.0,33.300000000000004,5.6000000000000005,0.0,28.599999999999998,2.9,0.97,0.9,1.58,0.54,22.6,0.885,41.5,11.1,10.5,10.8,39.7,7.6,0.809,44.3,100.0,5.4,0.7,1.25,30.0,15.8,0.991,0.6,1.03,0.0,0.0,0.6,0.76,58.5,57.9,36.6,46.7,45.800000000000004,44.7,34.599999999999994,0.0,0.0,0.0,14.099999999999998,23.7,3.0
51,Tyus Jones,1626145.0,1610612763.0,MEM,65.0,19.0,72.0,196.0,Guard,31.8,0.6,7.4,3.9,53.6,15.7,106.53,10.6,12.3,27.3,22.2,7.5,16.6,52.9,41.0,79.4,49.4,41.699999999999996,14.7,35.699999999999996,67.0,58.3,53.300000000000004,68.5,32.300000000000004,42.9,0.0,10.0,18.2,0.0,6.7,1.1,0.85,3.2,4.41,3.93,41.699999999999996,0.919,45.1,6.6000000000000005,8.5,5.5,36.1,9.1,0.8,38.3,240.0,5.800000000000001,1.6,1.14,25.5,15.4,0.947,0.3,0.86,0.0,0.0,0.0,0.0,67.30000000000001,63.5,40.8,40.2,31.6,37.7,31.4,40.0,0.0,0.0,26.200000000000003,3.9,5.5
52,Ben Simmons,1627732.0,1610612755.0,PHI,57.0,35.4,83.0,240.0,Guard-Forward,34.0,5.4,15.8,10.6,60.7,20.5,100.94,14.4,0.9,0.7,22.9,19.7,19.0,78.7,51.0,100.0,51.3,52.7,38.800000000000004,41.5,28.599999999999998,0.0,33.300000000000004,64.4,38.6,43.9,33.300000000000004,45.5,38.800000000000004,0.0,40.5,0.7,1.31,7.3,4.7,3.81,26.900000000000002,0.793,38.7,5.800000000000001,12.9,4.9,85.8,12.9,1.061,46.6,409.99999999999994,12.1,5.3,0.97,70.8,11.0,1.209,0.5,0.86,2.0,0.91,0.9,1.0,73.1,63.2,38.4,45.0,41.5,43.8,37.6,14.299999999999999,0.0,0.0,33.5,14.7,12.2
53,Bojan Bogdanovic,202711.0,1610612762.0,UTA,63.0,33.1,79.0,226.0,Forward,9.8,1.8,10.0,6.1,61.1,25.5,99.77,10.9,2.9,45.6,12.1,18.8,16.6,32.7,51.5,86.4,67.6,51.6,40.1,39.5,51.9,50.0,50.0,64.0,34.4,39.800000000000004,46.300000000000004,47.9,37.6,0.0,46.9,4.3,1.12,1.9,2.51,1.86,31.5,1.0,44.9,15.9,12.5,14.2,49.4,7.5,0.854,39.2,740.0,11.1,3.1,1.22,51.6,17.599999999999998,1.095,0.8,1.05,0.8,1.11,0.3,1.19,73.6,65.5,40.6,43.3,42.199999999999996,36.7,35.3,31.6,0.0,6.7,13.900000000000002,4.2,10.5
54,Brad Wanamaker,202954.0,1610612738.0,BOS,71.0,19.3,75.0,210.0,Guard,20.0,1.3,8.3,4.9,55.7,15.8,101.19,8.6,6.8,24.8,26.2,25.1,20.5,43.3,42.0,89.7,53.8,49.0,45.9,42.6,47.4,0.0,72.7,55.60000000000001,43.8,48.9,57.49999999999999,52.5,34.699999999999996,0.0,55.00000000000001,1.9,1.01,2.7,4.31,4.04,34.300000000000004,0.819,43.4,3.2,11.0,2.8000000000000003,42.9,7.3999999999999995,0.819,37.5,1130.0,13.100000000000001,1.6,1.27,77.0,10.4,1.272,0.3,0.67,0.0,0.0,0.0,0.0,71.8,58.599999999999994,36.8,42.4,39.900000000000006,39.900000000000006,37.5,25.0,0.0,0.0,27.0,8.799999999999999,7.8
55,Christian Wood,1626174.0,1610612765.0,DET,62.0,21.4,82.0,214.0,Forward,6.7,7.7,21.2,14.7,66.0,21.1,100.71,15.1,3.4,20.2,10.3,23.2,15.8,53.2,71.4,90.0,75.0,37.5,31.0,25.0,33.300000000000004,0.0,0.0,46.2,16.7,20.0,0.0,40.0,32.1,0.0,28.599999999999998,2.1,1.23,1.0,1.82,0.65,24.8,1.009,42.3,8.5,10.0,7.1,29.5,7.000000000000001,0.773,33.800000000000004,250.0,12.9,1.8,1.08,42.9,28.799999999999997,1.041,0.8,0.79,0.6,0.69,1.0,1.28,46.2,54.50000000000001,51.4,57.099999999999994,68.0,44.4,34.699999999999996,100.0,0.0,0.0,17.4,41.199999999999996,6.4
56,Darius Bazley,1629647.0,1610612760.0,OKC,61.0,18.5,80.0,208.0,Forward-Guard,4.6,2.2,17.3,10.0,47.5,13.7,101.69,7.7,3.4,37.8,10.5,13.4,18.9,45.4,63.8,96.7,75.0,29.4,60.6,15.4,63.6,100.0,100.0,40.0,33.300000000000004,22.2,50.0,60.0,53.300000000000004,0.0,57.099999999999994,2.8,0.74,0.6,1.96,1.08,29.5,0.816,41.8,6.1,14.6,6.1,20.200000000000003,7.9,0.694,25.900000000000002,320.0,11.200000000000001,1.1,1.12,55.800000000000004,40.8,1.112,0.5,0.9,0.0,0.0,0.2,1.17,54.800000000000004,58.4,38.800000000000004,48.8,39.4,29.599999999999998,34.699999999999996,33.300000000000004,50.0,0.0,13.900000000000002,31.3,9.3
57,Darius Garland,1629636.0,1610612739.0,CLE,59.0,30.9,73.0,192.0,Guard,18.3,1.4,4.7,3.0,49.4,20.4,100.73,5.5,15.4,44.4,9.3,9.3,14.4,30.9,26.7,71.9,44.3,100.0,37.5,0.0,60.9,57.099999999999994,69.19999999999999,72.39999999999999,50.0,25.0,0.0,0.0,0.0,0.0,0.0,2.9,0.9,4.8,4.84,4.55,30.3,0.846,42.6,8.1,13.4,5.7,46.2,17.4,0.837,39.7,290.0,11.4,1.8,0.92,89.9,28.9,1.406,0.4,1.0,0.0,0.0,0.0,0.0,68.60000000000001,65.4,38.800000000000004,42.4,40.6,44.0,35.0,33.300000000000004,0.0,0.0,17.599999999999998,3.4000000000000004,4.5
58,De'Andre Hunter,1629631.0,1610612737.0,ATL,63.0,32.0,80.0,225.0,Forward-Guard,8.2,1.6,10.5,6.0,51.6,17.5,103.96,5.7,12.7,40.3,12.2,13.6,12.1,33.4,56.4,94.3,70.3,39.2,34.0,33.800000000000004,48.3,0.0,30.0,52.1,33.7,35.5,32.5,31.7,33.7,0.0,32.1,4.5,0.96,1.5,2.34,1.54,45.4,0.858,51.0,3.8,17.1,3.8,86.6,9.700000000000001,1.066,52.0,380.0,9.9,1.8,1.13,81.6,19.8,1.31,0.6,1.19,0.3,1.33,0.3,0.94,66.9,63.4,40.1,44.4,37.8,34.9,37.1,28.599999999999998,33.300000000000004,0.0,13.600000000000001,8.9,4.9
59,Delon Wright,1626153.0,1610612742.0,DAL,73.0,21.5,77.0,185.0,Guard,22.7,4.6,12.2,8.3,55.4,14.7,100.85,11.1,2.6,26.5,12.2,15.8,17.4,55.1,27.0,79.4,39.3,48.3,39.0,32.4,59.5,0.0,50.0,66.7,12.5,38.9,41.5,39.300000000000004,38.2,0.0,40.400000000000006,1.6,1.0,3.0,4.09,3.57,35.0,1.01,49.1,10.4,7.3999999999999995,10.4,36.1,8.0,0.8,35.199999999999996,320.0,8.3,1.6,1.1,26.3,24.9,0.949,0.4,1.04,0.0,0.0,0.5,1.11,69.0,60.8,44.3,35.6,38.4,37.8,38.0,22.2,0.0,0.0,39.5,13.8,6.0
60,Donovan Mitchell,1628378.0,1610612762.0,UTA,69.0,34.3,73.0,215.0,Guard,21.1,2.0,10.1,6.2,56.1,30.4,100.77,12.8,14.1,30.0,5.8,15.9,7.6,39.9,21.6,58.1,31.4,47.8,44.0,45.5,50.0,0.0,0.0,58.8,36.4,33.300000000000004,0.0,50.0,56.49999999999999,0.0,40.0,3.2,1.17,5.8,5.14,4.57,26.8,0.887,45.1,9.1,12.6,8.7,94.3,6.3,1.148,53.5,790.0,9.0,3.0,0.86,52.1,17.0,1.095,0.4,1.27,0.0,0.0,0.4,1.22,64.7,52.7,37.8,46.9,28.000000000000004,41.0,33.300000000000004,0.0,0.0,0.0,23.599999999999998,7.3999999999999995,10.4
61,Dwight Howard,2730.0,1610612747.0,LAL,69.0,18.9,82.0,265.0,Center-Forward,4.6,13.1,25.7,19.3,69.5,14.5,98.88,11.7,1.0,2.2,6.0,17.6,15.0,79.2,62.7,100.0,63.3,41.5,32.1,39.900000000000006,56.10000000000001,55.60000000000001,45.0,55.60000000000001,38.7,31.5,44.4,57.099999999999994,35.099999999999994,0.0,48.0,0.0,0.0,0.7,1.42,0.39,21.9,0.94,36.7,8.4,10.2,7.3999999999999995,38.5,9.5,0.805,44.1,1110.0,16.3,0.4,1.36,27.6,24.5,0.957,0.3,0.75,0.5,1.04,1.9,1.3,69.19999999999999,61.1,45.0,41.199999999999996,40.5,40.300000000000004,33.5,33.300000000000004,0.0,0.0,14.399999999999999,52.300000000000004,6.800000000000001
62,Ish Smith,202397.0,1610612764.0,WAS,68.0,26.3,72.0,175.0,Guard,25.1,1.7,9.9,5.6,51.7,18.0,103.92,9.9,21.4,25.2,15.2,7.5,18.4,45.9,19.8,70.8,30.0,50.0,40.2,40.400000000000006,49.3,40.6,40.9,52.0,46.2,39.900000000000006,35.699999999999996,62.9,34.300000000000004,0.0,55.1,2.6,0.94,4.5,4.49,4.49,17.4,0.852,40.0,7.199999999999999,7.6,7.199999999999999,32.800000000000004,10.6,0.785,38.1,370.0,7.1,2.7,1.01,20.3,26.700000000000003,0.896,0.3,1.07,0.0,0.0,0.0,0.0,70.3,58.599999999999994,37.7,40.2,40.9,39.7,39.1,5.3,0.0,0.0,19.8,17.5,4.3999999999999995
63,Jarrett Allen,1628386.0,1610612751.0,BKN,70.0,26.5,83.0,243.0,Center,7.6,10.8,22.6,16.7,65.6,14.8,101.82,13.8,0.3,0.0,4.8,21.8,13.8,77.8,79.5,0.0,79.5,23.799999999999997,34.1,36.4,0.0,0.0,0.0,33.300000000000004,0.0,50.0,0.0,25.0,34.300000000000004,0.0,11.1,0.0,0.0,0.9,1.35,0.33,48.4,0.726,41.699999999999996,9.4,17.7,9.0,38.1,13.600000000000001,0.803,36.5,160.0,8.4,0.7,1.21,64.5,10.7,1.164,0.9,0.91,0.0,0.0,2.0,0.99,76.2,65.3,30.8,38.2,40.9,31.3,30.2,0.0,0.0,0.0,16.5,51.1,7.1
64,Jordan Clarkson,203903.0,1610612762.0,UTA,71.0,24.0,76.0,194.0,Guard,14.3,2.7,7.6,5.1,58.7,24.6,100.04,11.4,3.4,42.5,9.7,13.4,13.9,40.6,24.6,75.7,44.6,47.3,37.9,36.0,47.599999999999994,40.0,38.9,57.9,36.6,35.0,44.800000000000004,39.1,37.9,0.0,41.3,3.8,1.14,2.3,3.56,2.98,41.199999999999996,1.047,49.6,18.4,15.299999999999999,17.4,40.5,7.6,0.811,35.4,630.0,10.5,1.9,1.44,54.400000000000006,19.5,1.108,0.0,0.0,0.0,0.0,0.4,1.4,71.8,66.60000000000001,42.9,41.0,44.4,40.0,35.5,34.4,50.0,0.0,20.1,12.4,5.6000000000000005
65,Julius Randle,203944.0,1610612752.0,NYK,64.0,32.5,80.0,250.0,Forward-Center,16.3,6.3,22.1,13.9,52.9,27.0,99.64,12.9,8.6,16.1,6.4,19.6,15.8,55.7,37.7,92.7,45.6,44.6,32.4,33.300000000000004,50.0,0.0,45.5,58.9,31.4,14.299999999999999,35.699999999999996,42.9,23.5,0.0,38.1,4.3,0.76,3.2,2.79,1.71,24.8,0.876,45.6,8.4,17.299999999999997,7.1,52.6,6.1,0.868,37.3,260.0,7.7,2.5,1.02,35.5,15.299999999999999,1.012,0.9,0.77,3.2,0.94,1.8,1.13,75.0,68.7,42.3,50.0,42.199999999999996,42.0,28.9,28.599999999999998,0.0,0.0,15.1,11.600000000000001,7.000000000000001
66,Kelly Oubre Jr.,1626162.0,1610612756.0,PHX,56.0,34.5,79.0,203.0,Forward-Guard,6.5,3.3,15.6,9.4,56.6,22.1,102.49,9.9,6.2,31.7,17.3,18.6,21.2,43.5,55.8,95.3,67.6,0.0,28.599999999999998,0.0,100.0,0.0,0.0,33.300000000000004,0.0,0.0,0.0,50.0,25.0,0.0,50.0,4.6,1.06,1.7,2.26,1.38,12.4,0.934,53.300000000000004,10.9,19.900000000000002,10.9,96.39999999999999,16.1,1.289,46.300000000000004,160.0,6.6000000000000005,4.1,1.24,13.4,28.599999999999998,0.8,0.5,1.35,0.0,0.0,0.9,1.11,100.0,72.1,66.7,0.0,0.0,38.5,52.0,0.0,0.0,0.0,22.3,24.8,8.6
